blockchainTimestamp,oraclePrice
1652069091,0.035
1652069102,0.0175
1652069111,0.02625
1652069121,0.0335543494622518
1652069123,0.0231950452550621
1652069127,0.0347925678825932
1652069129,0.0275521901932609
1652069142,0.0278661580553768
1652069151,0.0417992370830652
1652069152,0.0626988556245979
1652069154,0.0832808196696176
1652069155,0.0493458469499153
1652069168,0.074018770424873
1652069178,0.1110281556373095
1652069186,0.077127220343562
1652069195,0.115690830515343
1652069206,0.0578454152576715
1652069211,0.0867681228865073
1652069224,0.0433840614432536
1652069238,0.0650760921648804
1652069242,0.0325380460824402
1652069243,0.0162690230412201
1652069255,0.0244035345618301
1652069268,0.0366053018427452
1652069270,0.0549079527641179
1652069282,0.0274539763820589
1652069295,0.0411809645730884
1652069297,0.0617714468596326
1652069309,0.0308857234298163
1652069323,0.0197866436537728
1652069333,0.0296799654806592
1652069334,0.0445199482209889
1652069348,0.0299767290623345
1652069352,0.0449650935935018
1652069357,0.0664400787435134
1652069360,0.0801023777259238
1652069365,0.0575425388498904
1652069376,0.0743233942729119
1652069390,0.1114850914093679
1652069400,0.0557425457046839
1652069408,0.0278712728523419
1652069421,0.0354161130721197
1652069426,0.0386709856259717
1652069439,0.0193354928129858
1652069444,0.0290032392194788
1652069451,0.0435048588292182
1652069463,0.0652572882438273
1652069473,0.0851683621507699
1652069477,0.0425841810753849
1652069481,0.0212920905376924
1652069483,0.0319381358065387
1652069490,0.047907203709808
1652069496,0.023953601854904
1652069502,0.035930402782356
1652069513,0.053895604173534
1652069515,0.0808434062603011
1652069520,0.0404217031301505
1652069525,0.0606325546952258
1652069539,0.0303162773476129
1652069548,0.0265183891051724
1652069554,0.0397775836577586
1652069560,0.0198887918288793
1652069561,0.0286446805144014
1652069563,0.0324627752086631
1652069576,0.0486941628129946
1652069577,0.0324245778318629
1652069585,0.0162122889159314
1652069588,0.0225352658627796
1652069602,0.0291081353882715
1652069609,0.0436622030824072
1652069615,0.0654933046236108
1652069620,0.0845513558511037
1652069626,0.0982860987197253
1652069628,0.096386092932686
1652069630,0.144579139399029
1652069639,0.0722895696995145
1652069650,0.0967681945148676
1652069663,0.0483840972574338
1652069671,0.0241920486287169
1652069676,0.0362880729430753
1652069677,0.054432109414613
1652069682,0.0445688208729388
1652069695,0.0668532313094082
1652069702,0.0901487772093564
1652069703,0.1352231658140347
1652069716,0.202834748721052
1652069718,0.1692482514344912
1652069719,0.1762668383965336
1652069730,0.2644002575948005
1652069743,0.1322001287974002
1652069744,0.0661000643987001
1652069752,0.03305003219935
1652069755,0.016525016099675
1652069756,0.0247875241495125
1652069770,0.0371812862242688
1652069776,0.0557719293364032
1652069787,0.0315774413664132
1652069801,0.0473661620496198
1652069802,0.030154934230082
1652069815,0.0304490518678467
1652069826,0.0307734437559829
1652069837,0.0461601656339744
1652069843,0.0491615018066567
1652069852,0.0245807509033283
1652069862,0.0274955268727949
1652069875,0.0412432903091924
1652069883,0.0216187413830282
1652069888,0.0324281120745423
1652069901,0.0162140560372711
1652069914,0.0243210840559067
1652069915,0.0364816260838601
1652069922,0.01824081304193
1652069926,0.0273612195628951
1652069929,0.0410418293443426
1652069937,0.0548529614544624
1652069946,0.0481163151882151
1652069953,0.0369318298630868
1652069961,0.0213204806265897
1652069975,0.0319807209398846
1652069976,0.0361725342709147
1652069987,0.0180862671354573
1652069988,0.027129400703186
1652069989,0.0340391603585786
1652069993,0.0510587405378679
1652069995,0.0255293702689339
1652069998,0.0325213662698865
1652070006,0.0439582275740093
1652070011,0.0632453004592999
1652070013,0.0316226502296499
1652070016,0.0209176240129417
1652070025,0.0313764360194126
1652070032,0.0470646540291189
1652070035,0.0235323270145594
1652070046,0.0352984905218392
1652070060,0.0529477357827588
1652070065,0.0728730784342581
1652070076,0.036436539217129
1652070083,0.0260227143142893
1652070089,0.039034071471434
1652070102,0.0246599882451742
1652070105,0.0353166592081902
1652070116,0.0242055926165325
1652070117,0.0280858147249852
1652070130,0.0400150142141178
1652070134,0.0536657349779787
1652070137,0.0268328674889893
1652070147,0.0391767285572414
1652070156,0.0526403124029924
1652070159,0.0557846561286026
1652070161,0.083676984192904
1652070166,0.041838492096452
1652070168,0.0351416766310794
1652070181,0.0175708383155397
1652070191,0.0263562574733096
1652070202,0.0322193354298736
1652070203,0.0161096677149368
1652070204,0.0241645015724052
1652070206,0.0362467523586078
1652070215,0.0181233761793039
1652070224,0.0271850642689558
1652070236,0.0407775964034338
1652070247,0.0232432485970766
1652070260,0.0324762060785472
1652070261,0.0162381030392736
1652070273,0.0243571545589104
1652070285,0.0275693441273109
1652070287,0.0413540161909664
1652070297,0.0620310242864497
1652070309,0.0546959456848404
1652070316,0.0820439185272606
1652070321,0.0410219592636303
1652070332,0.0440999918390337
1652070342,0.0220499959195168
1652070344,0.0330749938792753
1652070351,0.0165374969396376
1652070364,0.0248062454094564
